sentence1,sentence2,answer
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",When is a terrorist?,16 June
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",Where a terrorist has taken place?,the national police headquarters
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",Whom a terrorist is attributed to?,no-answer
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",Who has claimed responsibility for the terrorist?,no-answer
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",Who is injured/wounded in a terrorist?,no-answer
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",How many are injured/wounded in a terrorist?,no-answer
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",Who is captured in a terrorist?,no-answer
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",How many perpetrators are captured in a terrorist?,no-answer
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",Who is asserting the identity of the perpetrators?,no-answer
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",What was the weapon/instrument used to carry out a terrorist?,no-answer
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",Who is killed in a terrorist?,no-answer
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",How many perpetrators are killed in a terrorist?,no-answer
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",Who is injured/wounded in a terrorist?,no-answer
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",How many perpetrators are injured/wounded in a terrorist?,no-answer
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",What occurred/have actually taken place by virtue of a terrorist?,no-answer
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",What was averted/prevented by virtue of a terrorist?,no-answer
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",What will potentially occur by virtue of a terrorist?,no-answer
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",Who is kidnapped in a terrorist?,no-answer
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",How many are kidnapped in a terrorist?,no-answer
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",Who is killed in a terrorist?,a series of killings
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",How many are killed in a terrorist?,no-answer
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",Whom the planning of a terrorist is attributed to?,The group|Boko Haram|whose|They|the Boko Haram sect|a radical Muslim sect|Boko Haram
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",What was desired to have taken place by virtue of a terrorist?,strict Shariah law
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",who was the target of a terrorist?,politicians|soldiers|police officers|clerics
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",What was the facility/geo-political location being targeted by the terrorist?,local beer outlets|churches|prison
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",When is a terrorist?,over the last year
"At least 10 people were killed in weekend violence in Nigeria's restive north-east in a series of attacks attributed to a radical Muslim sect, officals have said. He also said three gunmen from the Boko Haram sect shot and killed four people in Maiduguri late on Saturday. Boko Haram claimed responsibility, in an unverified statement, for a bombing on 16 June at the national police headquarters that left at least two dead. Boko Haram, – whose name means ""western education is sacrilege"" in the local Hausa language – is responsible for a series of killings targeting police officers, soldiers, politicians and clerics in Nigeria's north over the last year, including attacks on local beer outlets. They have also attacked churches and engineered a massive prison break. The group wants strict Shariah law implemented across the region.",Where a terrorist has taken place?,Nigeria's north
"UAE agrees to give Egypt $3 billion in loans and grants Kuwait will provide $4 billion in aid to Egypt, state news agency KUNA said on Wednesday, matching pledges by Saudi Arabia and the United Arab Emirates that showed Gulf Arab approval of the Egyptian army's ousting of Islamist President Mohamed Morsi. On Tuesday Saudi Arabia and the United Arab Emirates each pledged $4 billion in aid to Egypt, where the army overthrew the Muslim Brotherhood's Mursi a week ago after huge street demonstrations against the elected president. The aid from the three Gulf Arab oil producers is expected to help Egypt avoid a balance of payments crisis and overcome fuel shortages that partly stoked public anger against Morsi. It will also ease pressure on Cairo to conclude long-running talks with the International Monetary Fund on a $4.8 billion loan. However, a surging fiscal gap and political turmoil following Morsi's toppling last week will remain a pressing challenge for Egyptian authorities, analysts said. Qatar lent Egypt more than $7 billion during Morsi's abruptly curtailed year in power, but other Gulf states remained aloof, wary of the Muslim Brotherhood's potential influence in their own conservative, dynastically ruled countries.",Who is arrested in a protest?,no-answer
"UAE agrees to give Egypt $3 billion in loans and grants Kuwait will provide $4 billion in aid to Egypt, state news agency KUNA said on Wednesday, matching pledges by Saudi Arabia and the United Arab Emirates that showed Gulf Arab approval of the Egyptian army's ousting of Islamist President Mohamed Morsi. On Tuesday Saudi Arabia and the United Arab Emirates each pledged $4 billion in aid to Egypt, where the army overthrew the Muslim Brotherhood's Mursi a week ago after huge street demonstrations against the elected president. The aid from the three Gulf Arab oil producers is expected to help Egypt avoid a balance of payments crisis and overcome fuel shortages that partly stoked public anger against Morsi. It will also ease pressure on Cairo to conclude long-running talks with the International Monetary Fund on a $4.8 billion loan. However, a surging fiscal gap and political turmoil following Morsi's toppling last week will remain a pressing challenge for Egyptian authorities, analysts said. Qatar lent Egypt more than $7 billion during Morsi's abruptly curtailed year in power, but other Gulf states remained aloof, wary of the Muslim Brotherhood's potential influence in their own conservative, dynastically ruled countries.",How many are arrested in a protest?,no-answer
"UAE agrees to give Egypt $3 billion in loans and grants Kuwait will provide $4 billion in aid to Egypt, state news agency KUNA said on Wednesday, matching pledges by Saudi Arabia and the United Arab Emirates that showed Gulf Arab approval of the Egyptian army's ousting of Islamist President Mohamed Morsi. On Tuesday Saudi Arabia and the United Arab Emirates each pledged $4 billion in aid to Egypt, where the army overthrew the Muslim Brotherhood's Mursi a week ago after huge street demonstrations against the elected president. The aid from the three Gulf Arab oil producers is expected to help Egypt avoid a balance of payments crisis and overcome fuel shortages that partly stoked public anger against Morsi. It will also ease pressure on Cairo to conclude long-running talks with the International Monetary Fund on a $4.8 billion loan. However, a surging fiscal gap and political turmoil following Morsi's toppling last week will remain a pressing challenge for Egyptian authorities, analysts said. Qatar lent Egypt more than $7 billion during Morsi's abruptly curtailed year in power, but other Gulf states remained aloof, wary of the Muslim Brotherhood's potential influence in their own conservative, dynastically ruled countries.",What space/building is taken over in a protest?,no-answer
"UAE agrees to give Egypt $3 billion in loans and grants Kuwait will provide $4 billion in aid to Egypt, state news agency KUNA said on Wednesday, matching pledges by Saudi Arabia and the United Arab Emirates that showed Gulf Arab approval of the Egyptian army's ousting of Islamist President Mohamed Morsi. On Tuesday Saudi Arabia and the United Arab Emirates each pledged $4 billion in aid to Egypt, where the army overthrew the Muslim Brotherhood's Mursi a week ago after huge street demonstrations against the elected president. The aid from the three Gulf Arab oil producers is expected to help Egypt avoid a balance of payments crisis and overcome fuel shortages that partly stoked public anger against Morsi. It will also ease pressure on Cairo to conclude long-running talks with the International Monetary Fund on a $4.8 billion loan. However, a surging fiscal gap and political turmoil following Morsi's toppling last week will remain a pressing challenge for Egyptian authorities, analysts said. Qatar lent Egypt more than $7 billion during Morsi's abruptly curtailed year in power, but other Gulf states remained aloof, wary of the Muslim Brotherhood's potential influence in their own conservative, dynastically ruled countries.",When is a protest?,no-answer
"UAE agrees to give Egypt $3 billion in loans and grants Kuwait will provide $4 billion in aid to Egypt, state news agency KUNA said on Wednesday, matching pledges by Saudi Arabia and the United Arab Emirates that showed Gulf Arab approval of the Egyptian army's ousting of Islamist President Mohamed Morsi. On Tuesday Saudi Arabia and the United Arab Emirates each pledged $4 billion in aid to Egypt, where the army overthrew the Muslim Brotherhood's Mursi a week ago after huge street demonstrations against the elected president. The aid from the three Gulf Arab oil producers is expected to help Egypt avoid a balance of payments crisis and overcome fuel shortages that partly stoked public anger against Morsi. It will also ease pressure on Cairo to conclude long-running talks with the International Monetary Fund on a $4.8 billion loan. However, a surging fiscal gap and political turmoil following Morsi's toppling last week will remain a pressing challenge for Egyptian authorities, analysts said. Qatar lent Egypt more than $7 billion during Morsi's abruptly curtailed year in power, but other Gulf states remained aloof, wary of the Muslim Brotherhood's potential influence in their own conservative, dynastically ruled countries.",Who is jailed/imprisoned in a protest?,no-answer
"UAE agrees to give Egypt $3 billion in loans and grants Kuwait will provide $4 billion in aid to Egypt, state news agency KUNA said on Wednesday, matching pledges by Saudi Arabia and the United Arab Emirates that showed Gulf Arab approval of the Egyptian army's ousting of Islamist President Mohamed Morsi. On Tuesday Saudi Arabia and the United Arab Emirates each pledged $4 billion in aid to Egypt, where the army overthrew the Muslim Brotherhood's Mursi a week ago after huge street demonstrations against the elected president. The aid from the three Gulf Arab oil producers is expected to help Egypt avoid a balance of payments crisis and overcome fuel shortages that partly stoked public anger against Morsi. It will also ease pressure on Cairo to conclude long-running talks with the International Monetary Fund on a $4.8 billion loan. However, a surging fiscal gap and political turmoil following Morsi's toppling last week will remain a pressing challenge for Egyptian authorities, analysts said. Qatar lent Egypt more than $7 billion during Morsi's abruptly curtailed year in power, but other Gulf states remained aloof, wary of the Muslim Brotherhood's potential influence in their own conservative, dynastically ruled countries.",How many are jailed/imprisoned in a protest?,no-answer
"UAE agrees to give Egypt $3 billion in loans and grants Kuwait will provide $4 billion in aid to Egypt, state news agency KUNA said on Wednesday, matching pledges by Saudi Arabia and the United Arab Emirates that showed Gulf Arab approval of the Egyptian army's ousting of Islamist President Mohamed Morsi. On Tuesday Saudi Arabia and the United Arab Emirates each pledged $4 billion in aid to Egypt, where the army overthrew the Muslim Brotherhood's Mursi a week ago after huge street demonstrations against the elected president. The aid from the three Gulf Arab oil producers is expected to help Egypt avoid a balance of payments crisis and overcome fuel shortages that partly stoked public anger against Morsi. It will also ease pressure on Cairo to conclude long-running talks with the International Monetary Fund on a $4.8 billion loan. However, a surging fiscal gap and political turmoil following Morsi's toppling last week will remain a pressing challenge for Egyptian authorities, analysts said. Qatar lent Egypt more than $7 billion during Morsi's abruptly curtailed year in power, but other Gulf states remained aloof, wary of the Muslim Brotherhood's potential influence in their own conservative, dynastically ruled countries.",Who is injured/wounded in a protest?,no-answer
"UAE agrees to give Egypt $3 billion in loans and grants Kuwait will provide $4 billion in aid to Egypt, state news agency KUNA said on Wednesday, matching pledges by Saudi Arabia and the United Arab Emirates that showed Gulf Arab approval of the Egyptian army's ousting of Islamist President Mohamed Morsi. On Tuesday Saudi Arabia and the United Arab Emirates each pledged $4 billion in aid to Egypt, where the army overthrew the Muslim Brotherhood's Mursi a week ago after huge street demonstrations against the elected president. The aid from the three Gulf Arab oil producers is expected to help Egypt avoid a balance of payments crisis and overcome fuel shortages that partly stoked public anger against Morsi. It will also ease pressure on Cairo to conclude long-running talks with the International Monetary Fund on a $4.8 billion loan. However, a surging fiscal gap and political turmoil following Morsi's toppling last week will remain a pressing challenge for Egyptian authorities, analysts said. Qatar lent Egypt more than $7 billion during Morsi's abruptly curtailed year in power, but other Gulf states remained aloof, wary of the Muslim Brotherhood's potential influence in their own conservative, dynastically ruled countries.",How many are injured/wounded in a protest?,no-answer
"UAE agrees to give Egypt $3 billion in loans and grants Kuwait will provide $4 billion in aid to Egypt, state news agency KUNA said on Wednesday, matching pledges by Saudi Arabia and the United Arab Emirates that showed Gulf Arab approval of the Egyptian army's ousting of Islamist President Mohamed Morsi. On Tuesday Saudi Arabia and the United Arab Emirates each pledged $4 billion in aid to Egypt, where the army overthrew the Muslim Brotherhood's Mursi a week ago after huge street demonstrations against the elected president. The aid from the three Gulf Arab oil producers is expected to help Egypt avoid a balance of payments crisis and overcome fuel shortages that partly stoked public anger against Morsi. It will also ease pressure on Cairo to conclude long-running talks with the International Monetary Fund on a $4.8 billion loan. However, a surging fiscal gap and political turmoil following Morsi's toppling last week will remain a pressing challenge for Egyptian authorities, analysts said. Qatar lent Egypt more than $7 billion during Morsi's abruptly curtailed year in power, but other Gulf states remained aloof, wary of the Muslim Brotherhood's potential influence in their own conservative, dynastically ruled countries.",Who leads/organizes a protest?,no-answer
"UAE agrees to give Egypt $3 billion in loans and grants Kuwait will provide $4 billion in aid to Egypt, state news agency KUNA said on Wednesday, matching pledges by Saudi Arabia and the United Arab Emirates that showed Gulf Arab approval of the Egyptian army's ousting of Islamist President Mohamed Morsi. On Tuesday Saudi Arabia and the United Arab Emirates each pledged $4 billion in aid to Egypt, where the army overthrew the Muslim Brotherhood's Mursi a week ago after huge street demonstrations against the elected president. The aid from the three Gulf Arab oil producers is expected to help Egypt avoid a balance of payments crisis and overcome fuel shortages that partly stoked public anger against Morsi. It will also ease pressure on Cairo to conclude long-running talks with the International Monetary Fund on a $4.8 billion loan. However, a surging fiscal gap and political turmoil following Morsi's toppling last week will remain a pressing challenge for Egyptian authorities, analysts said. Qatar lent Egypt more than $7 billion during Morsi's abruptly curtailed year in power, but other Gulf states remained aloof, wary of the Muslim Brotherhood's potential influence in their own conservative, dynastically ruled countries.",What is the aim of a protest?,no-answer
"UAE agrees to give Egypt $3 billion in loans and grants Kuwait will provide $4 billion in aid to Egypt, state news agency KUNA said on Wednesday, matching pledges by Saudi Arabia and the United Arab Emirates that showed Gulf Arab approval of the Egyptian army's ousting of Islamist President Mohamed Morsi. On Tuesday Saudi Arabia and the United Arab Emirates each pledged $4 billion in aid to Egypt, where the army overthrew the Muslim Brotherhood's Mursi a week ago after huge street demonstrations against the elected president. The aid from the three Gulf Arab oil producers is expected to help Egypt avoid a balance of payments crisis and overcome fuel shortages that partly stoked public anger against Morsi. It will also ease pressure on Cairo to conclude long-running talks with the International Monetary Fund on a $4.8 billion loan. However, a surging fiscal gap and political turmoil following Morsi's toppling last week will remain a pressing challenge for Egyptian authorities, analysts said. Qatar lent Egypt more than $7 billion during Morsi's abruptly curtailed year in power, but other Gulf states remained aloof, wary of the Muslim Brotherhood's potential influence in their own conservative, dynastically ruled countries.",What was averted/haven't occurred because of a protest?,no-answer
"UAE agrees to give Egypt $3 billion in loans and grants Kuwait will provide $4 billion in aid to Egypt, state news agency KUNA said on Wednesday, matching pledges by Saudi Arabia and the United Arab Emirates that showed Gulf Arab approval of the Egyptian army's ousting of Islamist President Mohamed Morsi. On Tuesday Saudi Arabia and the United Arab Emirates each pledged $4 billion in aid to Egypt, where the army overthrew the Muslim Brotherhood's Mursi a week ago after huge street demonstrations against the elected president. The aid from the three Gulf Arab oil producers is expected to help Egypt avoid a balance of payments crisis and overcome fuel shortages that partly stoked public anger against Morsi. It will also ease pressure on Cairo to conclude long-running talks with the International Monetary Fund on a $4.8 billion loan. However, a surging fiscal gap and political turmoil following Morsi's toppling last week will remain a pressing challenge for Egyptian authorities, analysts said. Qatar lent Egypt more than $7 billion during Morsi's abruptly curtailed year in power, but other Gulf states remained aloof, wary of the Muslim Brotherhood's potential influence in their own conservative, dynastically ruled countries.",What will potentially occur because of a protest?,no-answer
